Date,New Daily Cases,New Daily Cases (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)"
2021-05-03,,,17.0,153798.0,,,72600.0,34667904.0,127499.0,15630007.0
2021-05-04,2550.0,4511570.0,,,103.0,464384.0,,,,
2021-05-04,,,15.0,153813.0,,,127170.0,34795074.0,257486.0,15887493.0
2021-05-05,2569.0,4514139.0,,,120.0,464504.0,,,,
2021-05-05,,,22.0,153835.0,,,139097.0,34934171.0,404226.0,16291719.0
2021-05-06,2325.0,4516464.0,,,120.0,464624.0,,,,
2021-05-06,,,17.0,153852.0,,,135470.0,35069641.0,473001.0,16764720.0
2021-05-07,1981.0,4518445.0,,,104.0,464728.0,,,,
2021-05-07,,,17.0,153869.0,,,133001.0,35202642.0,465822.0,17230542.0
2021-05-08,1608.0,4520053.0,,,111.0,464839.0,,,,
2021-05-08,,,20.0,153889.0,,,169027.0,35371669.0,438837.0,17669379.0
2021-05-09,2307.0,4522360.0,,,103.0,464942.0,,,,
2021-05-09,,,11.0,153900.0,,,100626.0,35472295.0,187171.0,17856550.0
2021-05-10,2808.0,4525168.0,,,105.0,465047.0,,,,
2021-05-10,,,8.0,153908.0,,,115053.0,35587348.0,231835.0,18088385.0
2021-05-11,2328.0,4527496.0,,,109.0,465156.0,,,,
2021-05-11,,,21.0,153929.0,,,135113.0,35722461.0,350147.0,18438532.0
2021-05-12,2334.0,4529830.0,,,122.0,465278.0,,,,
2021-05-12,,,15.0,153944.0,,,184210.0,35906671.0,452437.0,18890969.0
2021-05-13,,,15.0,153959.0,,,209284.0,36115955.0,428041.0,19319010.0
2021-05-13,2182.0,4532012.0,,,103.0,465381.0,,,,
2021-05-14,,,14.0,153973.0,,,220068.0,36336023.0,393402.0,19712412.0
2021-05-14,1936.0,4533948.0,,,97.0,465478.0,,,,
2021-05-15,,,15.0,153988.0,,,237331.0,36573354.0,391246.0,20103658.0
2021-05-15,1626.0,4535574.0,,,91.0,465569.0,,,,
2021-05-16,,,14.0,154002.0,,,131318.0,36704672.0,183745.0,20287403.0
2021-05-16,1922.0,4537496.0,,,81.0,465650.0,,,,
2021-05-17,,,13.0,154015.0,,,106733.0,36811405.0,259049.0,20546452.0
2021-05-17,2858.0,4540354.0,,,102.0,465752.0,,,,
2021-05-18,2812.0,4543166.0,,,128.0,465880.0,,,,
2021-05-18,,,11.0,154026.0,,,174100.0,36985505.0,324001.0,20870453.0
2021-05-19,2812.0,4545978.0,,,128.0,466008.0,,,,
2021-05-19,,,4.0,154030.0,,,264858.0,37250363.0,369018.0,21239471.0
2021-05-20,,,7.0,154037.0,,,268251.0,37518614.0,420312.0,21659783.0
2021-05-20,2517.0,4548495.0,,,132.0,466140.0,,,,
2021-05-21,,,18.0,154055.0,,,219657.0,37738271.0,426683.0,22086466.0
2021-05-21,2365.0,4550860.0,,,125.0,466265.0,,,,
2021-05-22,2000.0,4552860.0,,,119.0,466384.0,,,,
2021-05-22,,,4.0,154059.0,,,205410.0,37943681.0,556951.0,22643417.0
2021-05-23,2326.0,4555186.0,,,116.0,466500.0,,,,
2021-05-23,,,16.0,154075.0,,,126357.0,38070038.0,252139.0,22895556.0
2021-05-24,,,16.0,154091.0,,,122379.0,38192417.0,332955.0,23228511.0
2021-05-24,3368.0,4558554.0,,,139.0,466639.0,,,,
2021-05-25,3427.0,4561981.0,,,133.0,466772.0,,,,
2021-05-25,,,10.0,154101.0,,,186147.0,38378564.0,387987.0,23616498.0
2021-05-26,,,14.0,154115.0,,,236119.0,38614683.0,427458.0,24043956.0
2021-05-26,3921.0,4565902.0,,,132.0,466904.0,,,,
2021-05-27,3747.0,4569649.0,,,127.0,467031.0,,,,
2021-05-27,,,8.0,154123.0,,,256517.0,38871200.0,434096.0,24478052.0
2021-05-28,3589.0,4573238.0,,,139.0,467170.0,,,,
2021-05-28,,,14.0,154137.0,,,204442.0,39075642.0,435951.0,24914003.0
2021-05-29,2999.0,4576237.0,,,105.0,467275.0,,,,
2021-05-29,,,12.0,154149.0,,,183526.0,39259168.0,418848.0,25332851.0
2021-05-30,3164.0,4579401.0,,,112.0,467387.0,,,,
2021-05-30,,,9.0,154158.0,,,124887.0,39384055.0,206322.0,25539173.0
2021-05-31,3897.0,4583298.0,,,124.0,467511.0,,,,
2021-05-31,,,11.0,154169.0,,,93103.0,39477158.0,195546.0,25734719.0
2021-06-01,5431.0,4588729.0,,,157.0,467668.0,,,,
2021-06-01,,,10.0,154179.0,,,108507.0,39585665.0,338565.0,26073284.0
2021-06-02,6168.0,4594897.0,,,131.0,467799.0,,,,
2021-06-02,,,12.0,154191.0,,,172763.0,39758428.0,349019.0,26422303.0
2021-06-03,6256.0,4601153.0,,,128.0,467927.0,,,,
2021-06-03,,,16.0,154207.0,,,191266.0,39949694.0,377641.0,26799944.0
2021-06-04,5860.0,4607013.0,,,126.0,468053.0,,,,
2021-06-04,,,14.0,154221.0,,,179924.0,40129618.0,388031.0,27187975.0
2021-06-05,4731.0,4611744.0,,,128.0,468181.0,,,,
2021-06-05,,,7.0,154228.0,,,203613.0,40333231.0,473378.0,27661353.0
2021-06-06,5533.0,4617277.0,,,156.0,468337.0,,,,
2021-06-06,,,13.0,154241.0,,,127345.0,40460576.0,259941.0,27921294.0
2021-06-07,7945.0,4625222.0,,,177.0,468514.0,,,,
2021-06-07,,,6.0,154247.0,,,112941.0,40573517.0,306068.0,28227362.0
2021-06-08,7896.0,4633118.0,,,189.0,468703.0,,,,
2021-06-08,,,15.0,154262.0,,,136802.0,40710319.0,313482.0,28540844.0
2021-06-09,,,17.0,154279.0,,,176559.0,40886878.0,316258.0,28857102.0
2021-06-09,8210.0,4641328.0,,,191.0,468894.0,,,,
2021-06-10,8042.0,4649370.0,,,201.0,469095.0,,,,
2021-06-10,,,16.0,154295.0,,,201607.0,41088485.0,308038.0,29165140.0
2021-06-11,7619.0,4656989.0,,,180.0,469275.0,,,,
2021-06-11,,,13.0,154308.0,,,208531.0,41297016.0,307192.0,29472332.0
2021-06-12,6284.0,4663273.0,,,178.0,469453.0,,,,
2021-06-12,,,12.0,154320.0,,,254185.0,41551201.0,320326.0,29792658.0
2021-06-13,,,12.0,154332.0,,,147228.0,41698429.0,181121.0,29973779.0
2021-06-13,7135.0,4670408.0,,,223.0,469676.0,,,,
2021-06-14,10362.0,4680770.0,,,227.0,469903.0,,,,
2021-06-14,,,13.0,154345.0,,,132627.0,41831056.0,235928.0,30209707.0
2021-06-15,,,21.0,154366.0,,,190033.0,42021089.0,230666.0,30440373.0
2021-06-15,10796.0,4691566.0,,,231.0,470134.0,,,,
2021-06-16,,,16.0,154382.0,,,195565.0,42216654.0,234834.0,30675207.0
2021-06-16,11052.0,4702618.0,,,230.0,470364.0,,,,
2021-06-17,,,9.0,154391.0,,,243978.0,42460632.0,223260.0,30898467.0
2021-06-17,11106.0,4713724.0,,,245.0,470609.0,,,,
2021-06-18,,,18.0,154409.0,,,223140.0,42683772.0,205677.0,31104144.0
2021-06-18,10320.0,4724044.0,,,239.0,470848.0,,,,
2021-06-19,,,20.0,154429.0,,,280241.0,42964013.0,236363.0,31340507.0
2021-06-19,8446.0,4732490.0,,,211.0,471059.0,,,,
2021-06-20,,,22.0,154451.0,,,163750.0,43127763.0,109408.0,31449915.0
2021-06-20,10088.0,4742578.0,,,207.0,471266.0,,,,
2021-06-21,,,12.0,154463.0,,,21080.0,43148843.0,39325.0,31489240.0
2021-06-21,16307.0,4758885.0,,,233.0,471499.0,,,,
2021-06-22,17403.0,4776288.0,,,242.0,471741.0,,,,
2021-06-22,,,17.0,154480.0,,,299837.0,43448680.0,250875.0,31740115.0
2021-06-23,18350.0,4794638.0,,,275.0,472016.0,,,,
2021-06-23,,,9.0,154489.0,,,207647.0,43656327.0,167988.0,31908103.0
2021-06-24,18712.0,4813350.0,,,255.0,472271.0,,,,
2021-06-24,,,29.0,154518.0,,,221534.0,43877861.0,177813.0,32085916.0
2021-06-25,18169.0,4831519.0,,,258.0,472529.0,,,,
2021-06-25,,,22.0,154540.0,,,202497.0,44080358.0,174770.0,32260686.0
2021-06-26,16301.0,4847820.0,,,268.0,472797.0,,,,
2021-06-26,,,17.0,154557.0,,,234441.0,44314799.0,199505.0,32460191.0
2021-06-27,,,24.0,154581.0,,,139712.0,44454511.0,123555.0,32583746.0
2021-06-27,18502.0,4866322.0,,,267.0,473064.0,,,,
2021-06-28,28418.0,4894740.0,,,310.0,473374.0,,,,
2021-06-28,,,18.0,154599.0,,,127260.0,44581771.0,138016.0,32721762.0
2021-06-29,28199.0,4922939.0,,,368.0,473742.0,,,,
2021-06-29,,,24.0,154623.0,,,137991.0,44719762.0,150688.0,32872450.0
2021-06-30,28923.0,4951862.0,,,417.0,474159.0,,,,
2021-06-30,,,26.0,154649.0,,,141216.0,44860978.0,175749.0,33048199.0
2021-07-01,,,28.0,154677.0,,,152525.0,45013503.0,193066.0,33241265.0
2021-07-01,28794.0,4980656.0,,,373.0,474532.0,,,,
2021-07-02,,,32.0,154709.0,,,123605.0,45137108.0,177478.0,33418743.0
2021-07-02,26340.0,5006996.0,,,392.0,474924.0,,,,
2021-07-03,,,31.0,154740.0,,,137389.0,45274497.0,196209.0,33614952.0
2021-07-03,24010.0,5031006.0,,,396.0,475320.0,,,,
2021-07-04,,,29.0,154769.0,,,77222.0,45351719.0,111410.0,33726362.0
2021-07-04,25169.0,5056175.0,,,470.0,475790.0,,,,
2021-07-05,,,29.0,154798.0,,,76962.0,45428681.0,147814.0,33874176.0
2021-07-05,34918.0,5091093.0,,,521.0,476311.0,,,,
2021-07-06,,,35.0,154833.0,,,85811.0,45514492.0,153126.0,34027302.0
2021-07-06,36060.0,5127153.0,,,577.0,476888.0,,,,
2021-07-07,38597.0,5165750.0,,,571.0,477459.0,,,,
2021-07-07,,,36.0,154869.0,,,86953.0,45601445.0,171477.0,34198779.0
2021-07-08,34016.0,5199766.0,,,608.0,478067.0,,,,
2021-07-08,,,42.0,154911.0,,,96430.0,45697875.0,175467.0,34374246.0
2021-07-09,32803.0,5232569.0,,,559.0,478626.0,,,,
2021-07-09,,,52.0,154963.0,,,90083.0,45787958.0,178819.0,34553065.0
2021-07-10,28379.0,5260948.0,,,552.0,479178.0,,,,
2021-07-10,,,45.0,155008.0,,,93763.0,45881721.0,211446.0,34764511.0
2021-07-11,30503.0,5291451.0,,,594.0,479772.0,,,,
2021-07-11,,,36.0,155044.0,,,42000.0,45923721.0,107620.0,34872131.0
2021-07-12,44513.0,5335964.0,,,732.0,480504.0,,,,
2021-07-12,,,43.0,155087.0,,,54296.0,45978017.0,125360.0,34997491.0
2021-07-13,47706.0,5383670.0,,,750.0,481254.0,,,,
2021-07-13,,,50.0,155137.0,,,59073.0,46037090.0,158276.0,35155767.0
2021-07-14,,,47.0,155184.0,,,60374.0,46097464.0,185661.0,35341428.0
2021-07-14,54909.0,5438579.0,,,755.0,482009.0,,,,
2021-07-15,,,54.0,155238.0,,,61681.0,46159145.0,201893.0,35543321.0
2021-07-15,61999.0,5500578.0,,,775.0,482784.0,,,,
2021-07-16,,,55.0,155293.0,,,69491.0,46228636.0,202314.0,35745635.0
2021-07-16,55263.0,5555841.0,,,700.0,483484.0,,,,
2021-07-17,,,60.0,155353.0,,,67217.0,46295853.0,225214.0,35970849.0
2021-07-17,38475.0,5594316.0,,,710.0,484194.0,,,,
2021-07-18,36181.0,5630497.0,,,799.0,484993.0,,,,
2021-07-18,,,72.0,155425.0,,,18186.0,46314039.0,128878.0,36099727.0
2021-07-19,,,88.0,155513.0,,,35670.0,46349709.0,143560.0,36243287.0
2021-07-19,47919.0,5678416.0,,,877.0,485870.0,,,,
2021-07-20,,,68.0,155581.0,,,39035.0,46388744.0,161279.0,36404566.0
2021-07-20,39875.0,5718291.0,,,938.0,486808.0,,,,
2021-07-21,,,61.0,155642.0,,,45101.0,46433845.0,183338.0,36587904.0
2021-07-21,35538.0,5753829.0,,,930.0,487738.0,,,,
2021-07-22,,,85.0,155727.0,,,44036.0,46477881.0,188297.0,36776201.0
2021-07-22,31276.0,5785105.0,,,955.0,488693.0,,,,
2021-07-23,,,83.0,155810.0,,,42974.0,46520855.0,189341.0,36965542.0
2021-07-23,27769.0,5812874.0,,,867.0,489560.0,,,,
2021-07-24,,,69.0,155879.0,,,43805.0,46564660.0,203886.0,37169428.0
2021-07-24,22852.0,5835726.0,,,828.0,490388.0,,,,
2021-07-25,22188.0,5857914.0,,,939.0,491327.0,,,,
2021-07-25,,,72.0,155951.0,,,24551.0,46589211.0,117956.0,37287384.0
2021-07-26,29980.0,5887894.0,,,941.0,492268.0,,,,
2021-07-26,,,79.0,156030.0,,,30019.0,46619230.0,148936.0,37436320.0
2021-07-27,,,77.0,156107.0,,,35402.0,46654632.0,151650.0,37587970.0
2021-07-27,29581.0,5917475.0,,,922.0,493190.0,,,,
2021-07-28,30237.0,5947712.0,,,852.0,494042.0,,,,
2021-07-28,,,84.0,156191.0,,,43847.0,46698479.0,171173.0,37759143.0
2021-07-29,28434.0,5976146.0,,,840.0,494882.0,,,,
2021-07-29,,,88.0,156279.0,,,42353.0,46740832.0,179918.0,37939061.0
2021-07-30,24749.0,6000895.0,,,746.0,495628.0,,,,
2021-07-30,,,103.0,156382.0,,,36724.0,46777556.0,171096.0,38110157.0
2021-07-31,20568.0,6021463.0,,,676.0,496304.0,,,,
2021-07-31,,,91.0,156473.0,,,38826.0,46816382.0,212014.0,38322171.0
2021-08-01,20908.0,6042371.0,,,739.0,497043.0,,,,
2021-08-01,,,96.0,156569.0,,,21232.0,46837614.0,118044.0,38440215.0
2021-08-02,29841.0,6072212.0,,,788.0,497831.0,,,,
2021-08-02,,,92.0,156661.0,,,26092.0,46863706.0,126192.0,38566407.0
2021-08-03,30475.0,6102687.0,,,763.0,498594.0,,,,
2021-08-03,,,80.0,156741.0,,,29290.0,46892996.0,142761.0,38709168.0
2021-08-04,32339.0,6135026.0,,,836.0,499430.0,,,,
2021-08-04,,,92.0,156833.0,,,33334.0,46926330.0,165669.0,38874837.0
2021-08-05,,,101.0,156934.0,,,35500.0,46961830.0,172692.0,39047529.0
2021-08-05,31666.0,6166692.0,,,812.0,500242.0,,,,
2021-08-06,28060.0,6194752.0,,,782.0,501024.0,,,,
2021-08-06,,,98.0,157032.0,,,36976.0,46998806.0,168356.0,39215885.0
2021-08-07,22567.0,6217319.0,,,729.0,501753.0,,,,
2021-08-07,,,106.0,157138.0,,,37990.0,47036796.0,213583.0,39429468.0
2021-08-08,22890.0,6240209.0,,,742.0,502495.0,,,,
2021-08-08,,,84.0,157222.0,,,22843.0,47059639.0,122070.0,39551538.0
2021-08-09,,,84.0,157306.0,,,32250.0,47091889.0,137028.0,39688566.0
2021-08-09,32161.0,6272370.0,,,760.0,503255.0,,,,
2021-08-10,31516.0,6303886.0,,,894.0,504149.0,,,,
2021-08-10,,,85.0,157391.0,,,37511.0,47129400.0,151143.0,39839709.0
2021-08-11,,,89.0,157480.0,,,41568.0,47170968.0,173761.0,40013470.0
2021-08-11,33348.0,6337234.0,,,850.0,504999.0,,,,
2021-08-12,,,106.0,157586.0,,,44384.0,47215352.0,192559.0,40206029.0
2021-08-12,31726.0,6368960.0,,,861.0,505860.0,,,,
2021-08-13,28973.0,6397933.0,,,790.0,506650.0,,,,
2021-08-13,,,98.0,157684.0,,,40490.0,47255842.0,171585.0,40377614.0
2021-08-14,,,103.0,157787.0,,,46603.0,47302445.0,199584.0,40577198.0
2021-08-14,25057.0,6422990.0,,,788.0,507438.0,,,,
2021-08-15,,,91.0,157878.0,,,31257.0,47333702.0,126383.0,40703581.0
2021-08-15,25326.0,6448316.0,,,807.0,508245.0,,,,
2021-08-16,,,89.0,157967.0,,,35716.0,47369418.0,138390.0,40841971.0
2021-08-16,36907.0,6485223.0,,,870.0,509115.0,,,,
2021-08-17,,,100.0,158067.0,,,43824.0,47413242.0,145875.0,40987846.0
2021-08-17,37918.0,6523141.0,,,968.0,510083.0,,,,
2021-08-18,38739.0,6561880.0,,,913.0,510996.0,,,,
2021-08-18,,,111.0,158178.0,,,47284.0,47460526.0,169223.0,41157069.0
2021-08-19,36500.0,6598380.0,,,950.0,511946.0,,,,
2021-08-19,,,115.0,158293.0,,,55979.0,47516505.0,175059.0,41332128.0
2021-08-20,32231.0,6630611.0,,,872.0,512818.0,,,,
2021-08-20,,,127.0,158420.0,,,60885.0,47577390.0,167392.0,41499520.0
2021-08-21,28533.0,6659144.0,,,877.0,513695.0,,,,
2021-08-21,,,118.0,158538.0,,,73006.0,47650396.0,194881.0,41694401.0
2021-08-22,28743.0,6687887.0,,,834.0,514529.0,,,,
2021-08-22,,,129.0,158667.0,,,40345.0,47690741.0,116352.0,41810753.0
2021-08-23,39715.0,6727602.0,,,966.0,515495.0,,,,
2021-08-23,,,120.0,158787.0,,,46401.0,47737142.0,131283.0,41942036.0
2021-08-24,,,118.0,158905.0,,,55410.0,47792552.0,130676.0,42072712.0
2021-08-24,37683.0,6765285.0,,,1000.0,516495.0,,,,
2021-08-25,,,107.0,159012.0,,,68076.0,47860628.0,161705.0,42234417.0
2021-08-25,38777.0,6804062.0,,,1036.0,517531.0,,,,
2021-08-26,,,125.0,159137.0,,,55140.0,47915768.0,144936.0,42379353.0
2021-08-26,37612.0,6841674.0,,,957.0,518488.0,,,,
2021-08-27,,,138.0,159275.0,,,44937.0,47960705.0,131456.0,42510809.0
2021-08-27,33744.0,6875418.0,,,945.0,519433.0,,,,
2021-08-28,,,134.0,159409.0,,,43271.0,48003976.0,133688.0,42644497.0
2021-08-28,27599.0,6903017.0,,,864.0,520297.0,,,,
2021-08-29,,,139.0,159548.0,,,24390.0,48028366.0,79440.0,42723937.0
2021-08-29,26135.0,6929152.0,,,857.0,521154.0,,,,
2021-08-30,34773.0,6963925.0,,,997.0,522151.0,,,,
2021-08-30,,,109.0,159657.0,,,19643.0,48048009.0,66648.0,42790585.0
2021-08-31,45212.0,7009137.0,,,1003.0,523154.0,,,,
2021-08-31,,,126.0,159783.0,,,39899.0,48087908.0,119402.0,42909987.0
2021-09-01,43533.0,7052670.0,,,1084.0,524238.0,,,,
2021-09-01,,,125.0,159908.0,,,44088.0,48131996.0,113385.0,43023372.0
2021-09-02,42326.0,7094996.0,,,999.0,525237.0,,,,
2021-09-02,,,137.0,160045.0,,,40002.0,48171998.0,119375.0,43142747.0
2021-09-03,38630.0,7133626.0,,,928.0,526165.0,,,,
2021-09-03,,,151.0,160196.0,,,35266.0,48207264.0,110590.0,43253337.0
2021-09-04,31810.0,7165436.0,,,952.0,527117.0,,,,
2021-09-04,,,144.0,160340.0,,,41054.0,48248318.0,128553.0,43381890.0
2021-09-05,31803.0,7197239.0,,,879.0,527996.0,,,,
2021-09-05,,,164.0,160504.0,,,21795.0,48270113.0,73193.0,43455083.0
2021-09-06,44926.0,7242165.0,,,1077.0,529073.0,,,,
2021-09-06,,,156.0,160660.0,,,22698.0,48292811.0,80015.0,43535098.0
2021-09-07,,,164.0,160824.0,,,26624.0,48319435.0,85848.0,43620946.0
2021-09-07,38619.0,7280784.0,,,1104.0,530177.0,,,,
2021-09-08,,,142.0,160966.0,,,25131.0,48344566.0,87960.0,43708906.0
2021-09-08,35847.0,7316631.0,,,1167.0,531344.0,,,,
2021-09-09,,,180.0,161146.0,,,25774.0,48370340.0,96702.0,43805608.0
2021-09-09,33971.0,7350602.0,,,1037.0,532381.0,,,,
2021-09-10,29183.0,7379785.0,,,926.0,533307.0,,,,
2021-09-10,,,149.0,161295.0,,,26064.0,48396404.0,91811.0,43897419.0
2021-09-11,,,144.0,161439.0,,,27913.0,48424317.0,98059.0,43995478.0
2021-09-11,23533.0,7403318.0,,,851.0,534158.0,,,,
2021-09-12,24061.0,7427379.0,,,868.0,535026.0,,,,
2021-09-12,,,141.0,161580.0,,,14955.0,48439272.0,52615.0,44048093.0
2021-09-13,34658.0,7462037.0,,,943.0,535969.0,,,,
2021-09-13,,,118.0,161698.0,,,19428.0,48458700.0,60653.0,44108746.0
2021-09-14,31432.0,7493469.0,,,952.0,536921.0,,,,
2021-09-14,,,170.0,161868.0,,,17645.0,48476345.0,66725.0,44175471.0
2021-09-15,30410.0,7523879.0,,,951.0,537872.0,,,,
2021-09-15,,,166.0,162034.0,,,24402.0,48500747.0,63290.0,44238761.0
2021-09-16,,,160.0,162194.0,,,23051.0,48523798.0,63973.0,44302734.0
2021-09-16,29701.0,7553580.0,,,894.0,538766.0,,,,
2021-09-17,,,184.0,162378.0,,,20778.0,48544576.0,60384.0,44363118.0
2021-09-17,29481.0,7583061.0,,,754.0,539520.0,,,,
2021-09-18,26646.0,7609707.0,,,759.0,540279.0,,,,
2021-09-18,,,137.0,162515.0,,,26198.0,48570774.0,72497.0,44435615.0
2021-09-19,31086.0,7640793.0,,,731.0,541010.0,,,,
2021-09-19,,,135.0,162650.0,,,13840.0,48584614.0,35157.0,44470772.0
2021-09-20,,,159.0,162809.0,,,20150.0,48604764.0,46342.0,44517114.0
2021-09-20,40768.0,7681561.0,,,813.0,541823.0,,,,
2021-09-21,,,137.0,162946.0,,,20384.0,48625148.0,43406.0,44560520.0
2021-09-21,38847.0,7720408.0,,,808.0,542631.0,,,,
2021-09-22,36756.0,7757164.0,,,755.0,543386.0,,,,
2021-09-22,,,159.0,163105.0,,,22679.0,48647827.0,44047.0,44604567.0
2021-09-23,35851.0,7793015.0,,,783.0,544169.0,,,,
2021-09-23,,,148.0,163253.0,,,25083.0,48672910.0,44588.0,44649155.0
2021-09-24,,,140.0,163393.0,,,27617.0,48700527.0,44759.0,44693914.0
2021-09-24,32109.0,7825124.0,,,731.0,544900.0,,,,
2021-09-25,,,128.0,163521.0,,,24296.0,48724823.0,47118.0,44741032.0
2021-09-25,28565.0,7853689.0,,,678.0,545578.0,,,,
2021-09-26,32082.0,7885771.0,,,672.0,546250.0,,,,
2021-09-26,,,111.0,163632.0,,,15984.0,48740807.0,25539.0,44766571.0
2021-09-27,,,125.0,163757.0,,,24919.0,48765726.0,33177.0,44799748.0
2021-09-27,41589.0,7927360.0,,,782.0,547032.0,,,,
2021-09-28,36547.0,7963907.0,,,783.0,547815.0,,,,
2021-09-28,,,120.0,163877.0,,,31853.0,48797579.0,33532.0,44833280.0
2021-09-29,34835.0,7998742.0,,,810.0,548625.0,,,,
2021-09-29,,,142.0,164019.0,,,31539.0,48829118.0,34093.0,44867373.0
2021-09-30,32605.0,8031347.0,,,705.0,549330.0,,,,
2021-09-30,,,128.0,164147.0,,,34372.0,48863490.0,34459.0,44901832.0
2021-10-01,29058.0,8060405.0,,,699.0,550029.0,,,,
2021-10-01,,,139.0,164286.0,,,38180.0,48901670.0,34289.0,44936121.0
2021-10-02,26315.0,8086720.0,,,698.0,550727.0,,,,
2021-10-02,,,118.0,164404.0,,,31066.0,48932736.0,34391.0,44970512.0
2021-10-03,32057.0,8118777.0,,,723.0,551450.0,,,,
2021-10-03,,,107.0,164511.0,,,24123.0,48956859.0,21532.0,44992044.0
2021-10-04,,,112.0,164623.0,,,37671.0,48994530.0,29337.0,45021381.0
2021-10-04,43734.0,8162511.0,,,814.0,552264.0,,,,
2021-10-05,39278.0,8201789.0,,,840.0,553104.0,,,,
2021-10-05,,,135.0,164758.0,,,41347.0,49035877.0,28572.0,45049953.0
2021-10-06,39263.0,8241052.0,,,782.0,553886.0,,,,
2021-10-06,,,112.0,164870.0,,,32828.0,49068705.0,28576.0,45078529.0
2021-10-07,,,133.0,165003.0,,,33029.0,49101734.0,28656.0,45107185.0
2021-10-07,38464.0,8279516.0,,,828.0,554714.0,,,,
2021-10-08,35609.0,8315125.0,,,791.0,555505.0,,,,
2021-10-08,,,122.0,165125.0,,,31685.0,49133419.0,29068.0,45136253.0
2021-10-09,32301.0,8347426.0,,,768.0,556273.0,,,,
2021-10-09,,,119.0,165244.0,,,31395.0,49164814.0,33477.0,45169730.0
2021-10-10,36418.0,8383844.0,,,735.0,557008.0,,,,
2021-10-10,,,115.0,165359.0,,,22106.0,49186920.0,19451.0,45189181.0
2021-10-11,50304.0,8434148.0,,,850.0,557858.0,,,,
2021-10-11,,,138.0,165497.0,,,29172.0,49216092.0,23632.0,45212813.0
2021-10-12,48319.0,8482467.0,,,946.0,558804.0,,,,
2021-10-12,,,136.0,165633.0,,,36847.0,49252939.0,26946.0,45239759.0
2021-10-13,47773.0,8530240.0,,,932.0,559736.0,,,,
2021-10-13,,,136.0,165769.0,,,38726.0,49291665.0,29481.0,45269240.0
2021-10-14,46421.0,8576661.0,,,915.0,560651.0,,,,
2021-10-14,,,160.0,165929.0,,,43489.0,49335154.0,27991.0,45297231.0
2021-10-15,43558.0,8620219.0,,,958.0,561609.0,,,,
2021-10-15,,,139.0,166068.0,,,40763.0,49375917.0,29432.0,45326663.0
2021-10-16,,,151.0,166219.0,,,28999.0,49404916.0,33483.0,45360146.0
2021-10-16,37878.0,8658097.0,,,886.0,562495.0,,,,
2021-10-17,,,140.0,166359.0,,,17837.0,49422753.0,17265.0,45377411.0
2021-10-17,43753.0,8701850.0,,,974.0,563469.0,,,,
2021-10-18,57742.0,8759592.0,,,1089.0,564558.0,,,,
2021-10-18,,,139.0,166498.0,,,39672.0,49462425.0,23579.0,45400990.0
2021-10-19,52527.0,8812119.0,,,1114.0,565672.0,,,,
2021-10-19,,,143.0,166641.0,,,42902.0,49505327.0,32767.0,45433757.0
2021-10-20,51661.0,8863780.0,,,1113.0,566785.0,,,,
2021-10-20,,,154.0,166795.0,,,49080.0,49554407.0,26365.0,45460122.0
2021-10-21,,,164.0,166959.0,,,48732.0,49603139.0,26828.0,45486950.0
2021-10-21,45193.0,8908973.0,,,988.0,567773.0,,,,
2021-10-22,40665.0,8949638.0,,,949.0,568722.0,,,,
2021-10-22,,,151.0,167110.0,,,46250.0,49649389.0,26170.0,45513120.0
2021-10-23,,,171.0,167281.0,,,40092.0,49689481.0,30243.0,45543363.0
2021-10-23,35103.0,8984741.0,,,916.0,569638.0,,,,
2021-10-24,35765.0,9020506.0,,,972.0,570610.0,,,,
2021-10-24,,,166.0,167447.0,,,25747.0,49715228.0,18082.0,45561445.0
2021-10-25,47465.0,9067971.0,,,1068.0,571678.0,,,,
2021-10-25,,,149.0,167596.0,,,37809.0,49753037.0,21446.0,45582891.0
2021-10-26,,,176.0,167772.0,,,41083.0,49794120.0,23031.0,45605922.0
2021-10-26,42124.0,9110095.0,,,1124.0,572802.0,,,,
2021-10-27,,,177.0,167949.0,,,44082.0,49838202.0,21577.0,45627499.0
2021-10-27,43045.0,9153140.0,,,1165.0,573967.0,,,,
2021-10-28,,,199.0,168148.0,,,44702.0,49882904.0,23723.0,45651222.0
2021-10-28,41391.0,9194531.0,,,1087.0,575054.0,,,,
2021-10-29,40251.0,9234782.0,,,1032.0,576086.0,,,,
2021-10-29,,,185.0,168333.0,,,40967.0,49923871.0,22279.0,45673501.0
2021-10-30,,,164.0,168497.0,,,36052.0,49959923.0,25401.0,45698902.0
2021-10-30,33567.0,9268349.0,,,904.0,576990.0,,,,
2021-10-31,34814.0,9303163.0,,,1009.0,577999.0,,,,
2021-10-31,,,196.0,168693.0,,,27402.0,49987325.0,13449.0,45712351.0
2021-11-01,,,190.0,168883.0,,,37695.0,50025020.0,19214.0,45731565.0
2021-11-01,45109.0,9348272.0,,,1099.0,579098.0,,,,
2021-11-02,38019.0,9386291.0,,,1084.0,580182.0,,,,
2021-11-02,,,165.0,169048.0,,,46663.0,50071683.0,20922.0,45752487.0
2021-11-03,35986.0,9422277.0,,,985.0,581167.0,,,,
